Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,SMAPE,MAE,MSE,curve_idx,SMAPE_rank,MAE_rank,MSE_rank,Average_rank
MMF4,KDKL,0.3,KDKL_30%,3.4604520701068955,0.056496369853558166,0.00432459824778904,51,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,4.190461837976017,0.06779269001626492,0.005930801522158701,51,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,1.2032139235550128,0.020267280019388316,0.0007345872509481,51,1.0,1.0,1.0,1.0
LC-PFN,KDKL,0.3,KDKL_30%,5.187368869781494,0.08199137449264526,0.013155106455087662,52,2.0,2.0,2.0,2.0
MMF4,KDKL,0.3,KDKL_30%,7.935332029255718,0.13527276695091517,0.029104609096684796,52,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,8.50795054287639,0.14646716147319996,0.03304882926110418,52,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,4.375050636505539,0.0677995997319788,0.012101180207187503,52,1.0,1.0,1.0,1.0
LC-PFN,KDKL,0.3,KDKL_30%,4.43302583694458,0.06959649175405502,0.00692191394045949,53,1.0,1.0,2.0,1.3333333333333333
MMF4,KDKL,0.3,KDKL_30%,5.342943075262027,0.08349151513920113,0.00926826008689063,53,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,5.276843116642925,0.08250681059613944,0.009020572494014112,53,3.0,3.0,3.0,3.0
POW4,KDKL,0.3,KDKL_30%,4.492720820674132,0.07057321178599121,0.006329858716762032,53,2.0,2.0,1.0,1.6666666666666667
LC-PFN,KDKL,0.3,KDKL_30%,1.2970277070999146,0.019778206944465637,0.0006016294355504215,54,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,10.051878418881868,0.17233829187091904,0.032138884213179786,54,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,11.277887282297455,0.1935345679926645,0.038578463363623375,54,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,3.6996805751551136,0.053955919353667614,0.0036240693221235363,54,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,13.088936805725098,0.0617564357817173,0.005946462508291006,55,4.0,4.0,4.0,4.0
MMF4,KDKL,0.3,KDKL_30%,11.152416661798341,0.05183205047139223,0.004330542611546707,55,2.0,2.0,1.0,1.6666666666666667
WBL4,KDKL,0.3,KDKL_30%,11.095233119692574,0.05156733733367088,0.004349833697941842,55,1.0,1.0,2.0,1.3333333333333333
POW4,KDKL,0.3,KDKL_30%,12.912152135769261,0.06080506835559686,0.005125911542952264,55,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.3,KDKL_30%,0.6912992596626282,0.011713270097970963,0.00023326050722971559,56,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,1.4438346627235537,0.024977274506074787,0.0009830312019161217,56,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,6.164467913530461,0.11216558471558885,0.01315582522078491,56,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,1.3361502815871462,0.022530983542863946,0.0006044294557151816,56,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,0.7680975794792175,0.009360960684716702,0.0001230672642122954,57,3.0,3.0,3.0,3.0
MMF4,KDKL,0.3,KDKL_30%,0.716863683917469,0.008725999754200821,0.00010209347480051267,57,2.0,2.0,2.0,2.0
WBL4,KDKL,0.3,KDKL_30%,0.5901089012286072,0.007170155385412917,7.710452890100883e-05,57,1.0,1.0,1.0,1.0
POW4,KDKL,0.3,KDKL_30%,0.8711570047960819,0.010625437764521834,0.00014104276370737322,57,4.0,4.0,4.0,4.0
LC-PFN,KDKL,0.3,KDKL_30%,9.792078018188477,0.03766337409615517,0.0019937220495194197,58,3.0,3.0,1.0,2.3333333333333335
MMF4,KDKL,0.3,KDKL_30%,10.450825320697128,0.040158117318583424,0.0023406528261134736,58,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,9.52085478261026,0.036666666662748454,0.0020481481481440743,58,2.0,2.0,3.0,2.3333333333333335
POW4,KDKL,0.3,KDKL_30%,9.520854782242044,0.03666666666042931,0.002048148146508477,58,1.0,1.0,2.0,1.3333333333333333
LC-PFN,KDKL,0.3,KDKL_30%,0.7537471055984497,0.013171197846531868,0.00023185285681392998,59,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,2.3357141915430097,0.04209569684805494,0.0025831082417675177,59,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,2.8578070252864354,0.05187162040807708,0.0037995944351901668,59,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,1.874510776808496,0.03358487786198748,0.0017465569545402325,59,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,1.6910972595214844,0.028768373653292656,0.0009777186205610633,60,3.0,3.0,3.0,3.0
MMF4,KDKL,0.3,KDKL_30%,0.4410400053597414,0.007312549559173236,8.846290281586511e-05,60,1.0,1.0,1.0,1.0
WBL4,KDKL,0.3,KDKL_30%,0.4920366064854813,0.008159784121053809,9.663863398891033e-05,60,2.0,2.0,2.0,2.0
POW4,KDKL,0.3,KDKL_30%,3.7449365855182957,0.06589493814446382,0.005939682200352515,60,4.0,4.0,4.0,4.0
LC-PFN,KDKL,0.3,KDKL_30%,0.5432178974151611,0.0010881084017455578,1.4422730600927025e-06,61,3.0,3.0,3.0,3.0
MMF4,KDKL,0.3,KDKL_30%,0.5644627272093619,0.0011305618343962988,1.54163154619377e-06,61,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,0.5178489327787046,0.00103730839678088,1.4226657910719038e-06,61,2.0,2.0,1.0,1.6666666666666667
POW4,KDKL,0.3,KDKL_30%,0.5178488500304393,0.0010373082308952903,1.4226659020306763e-06,61,1.0,1.0,2.0,1.3333333333333333
LC-PFN,KDKL,0.3,KDKL_30%,0.07865384221076965,0.001318159163929522,2.0031209260196192e-06,62,4.0,4.0,4.0,4.0
MMF4,KDKL,0.3,KDKL_30%,7.295684083652497e-07,1.2237921592772594e-08,1.6092292271318614e-16,62,1.0,1.0,1.0,1.0
WBL4,KDKL,0.3,KDKL_30%,0.001270154395444588,2.130610841606188e-05,4.910726029860196e-10,62,3.0,3.0,3.0,3.0
POW4,KDKL,0.3,KDKL_30%,1.4872931950474426e-05,2.49481484845826e-07,7.661879117743255e-14,62,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,1.0542445182800293,0.019486665725708008,0.0016858839662745595,63,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,1.9902276573557767,0.0372826635926902,0.0021640468453903673,63,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,1.7604714415024119,0.032961212121213536,0.001931604444444508,63,2.0,2.0,2.0,2.0
POW4,KDKL,0.3,KDKL_30%,1.7604715835340436,0.03296121480469738,0.0019316045654163138,63,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.3,KDKL_30%,5.4187469482421875,0.028374630957841873,0.0014434622135013342,64,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,22.17742743948974,0.09799999999999995,0.012323377162629746,64,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,9.652501491815862,0.04961270295600965,0.004304698168330927,64,3.0,3.0,3.0,3.0
POW4,KDKL,0.3,KDKL_30%,7.411646416468328,0.03917675578344188,0.002234898825271015,64,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,6.697040557861328,0.0970832034945488,0.010741684585809708,65,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,10.936515544202075,0.1520651806200795,0.02465745894238872,65,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,11.032886790748606,0.15326524768524386,0.025042264366714022,65,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,10.840767462993457,0.15086913101704844,0.024265618229033333,65,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,1.193739891052246,0.01307226624339819,0.00024710368597880006,66,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,10.128491353741701,0.10115310041408579,0.010933909504708485,66,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,8.26598384167207,0.08408395801556662,0.007772071768677292,66,2.0,2.0,2.0,2.0
POW4,KDKL,0.3,KDKL_30%,8.26598384477655,0.08408395804450335,0.007772071773461525,66,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.3,KDKL_30%,1.9053112268447876,0.03524468466639519,0.001928493962623179,67,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,3.3776712861071716,0.06180009210841051,0.00443656024881295,67,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,2.4858195237642535,0.04582781936983623,0.0028025257055697378,67,2.0,2.0,2.0,2.0
POW4,KDKL,0.3,KDKL_30%,2.618343235763036,0.04822157434404357,0.002996322960672853,67,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.3,KDKL_30%,2.6864013671875,0.039784446358680725,0.0017276910366490483,68,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,6.024357911430424,0.08669512768769086,0.008098212872450264,68,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,5.472204949110042,0.07919522558591115,0.006837146660628293,68,3.0,3.0,3.0,3.0
POW4,KDKL,0.3,KDKL_30%,4.185816865564696,0.06138016074910368,0.004085448808608888,68,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,10.059940338134766,0.11393727362155914,0.04113423451781273,69,2.0,2.0,1.0,1.6666666666666667
MMF4,KDKL,0.3,KDKL_30%,10.221872815288727,0.11806054714236772,0.04861914927854661,69,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,9.927062819790878,0.1130028601440595,0.04638910171035382,69,1.0,1.0,2.0,1.3333333333333333
POW4,KDKL,0.3,KDKL_30%,12.387898501649364,0.1565170280760263,0.06036570563439798,69,4.0,4.0,4.0,4.0
LC-PFN,KDKL,0.3,KDKL_30%,4.204671859741211,0.07135804742574692,0.005500223487615585,70,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,6.8742475746190275,0.11583690564274507,0.015668548464161713,70,2.0,2.0,2.0,2.0
WBL4,KDKL,0.3,KDKL_30%,11.964685554166543,0.19154917385064654,0.042192156847034146,70,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,9.044732712159421,0.14404467480280125,0.021339401247280135,70,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.3,KDKL_30%,0.5590837597846985,0.005764424800872803,5.099505142425187e-05,71,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,1.6578407502767303,0.016851518897847452,0.000400318410575473,71,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,1.0400088048160072,0.010661904758121645,0.00016281482529102639,71,2.0,2.0,2.0,2.0
POW4,KDKL,0.3,KDKL_30%,1.0400088052765775,0.010661904762776193,0.00016281482541925696,71,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.3,KDKL_30%,1.815185308456421,0.02192223072052002,0.0007804093766026199,72,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,7.97422987115228,0.09029710359372774,0.008848292458345184,72,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,4.976463067481974,0.05815871409865157,0.004042551923818241,72,2.0,2.0,2.0,2.0
POW4,KDKL,0.3,KDKL_30%,4.976464514687417,0.05815873005819775,0.004042553780075571,72,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.3,KDKL_30%,2.5857491493225098,0.039068903774023056,0.001744340523146093,73,4.0,4.0,4.0,4.0
MMF4,KDKL,0.3,KDKL_30%,2.5170109587017033,0.03797248199374723,0.0016424743478331604,73,2.0,2.0,2.0,2.0
WBL4,KDKL,0.3,KDKL_30%,2.3910873547287745,0.03601827059901868,0.0015039169758322788,73,1.0,1.0,1.0,1.0
POW4,KDKL,0.3,KDKL_30%,2.5338966222580623,0.038234808373440024,0.0016620586664284544,73,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.3,KDKL_30%,0.640763521194458,0.012575164437294006,0.00018789779278449714,74,2.0,2.0,2.0,2.0
MMF4,KDKL,0.3,KDKL_30%,0.5260770071429253,0.010300128657078973,0.0001537306057415449,74,1.0,1.0,1.0,1.0
WBL4,KDKL,0.3,KDKL_30%,1.3295237373112774,0.02589314063980031,0.0007458879647129219,74,3.0,3.0,3.0,3.0
POW4,KDKL,0.3,KDKL_30%,1.3995193640809345,0.027235506061890954,0.0008204083108962377,74,4.0,4.0,4.0,4.0
LC-PFN,KDKL,0.3,KDKL_30%,9.234575271606445,0.037280358374118805,0.0019284277223050594,75,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,13.08820363110266,0.051512345680593756,0.004534585048329233,75,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,11.527652214801238,0.046178704858441166,0.0035620073902979765,75,3.0,3.0,3.0,3.0
POW4,KDKL,0.3,KDKL_30%,9.961244689562069,0.04026553466598161,0.0023716114143436827,75,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,1.1094261407852173,0.018503475934267044,0.00040314297075383365,76,3.0,3.0,3.0,3.0
MMF4,KDKL,0.3,KDKL_30%,0.33762572532924856,0.005601859240093147,7.486296043288356e-05,76,2.0,2.0,1.0,1.6666666666666667
WBL4,KDKL,0.3,KDKL_30%,0.33559946724724826,0.005568492228573688,7.863769428069458e-05,76,1.0,1.0,2.0,1.3333333333333333
POW4,KDKL,0.3,KDKL_30%,2.3867979935096777,0.040384224945972456,0.0018421869055271433,76,4.0,4.0,4.0,4.0
LC-PFN,KDKL,0.3,KDKL_30%,1.8688920736312866,0.024258045479655266,0.0010679825209081173,77,1.0,1.0,4.0,2.0
MMF4,KDKL,0.3,KDKL_30%,2.053662743487503,0.0266865063999511,0.0010209560318781524,77,4.0,4.0,3.0,3.6666666666666665
WBL4,KDKL,0.3,KDKL_30%,2.0199979752669748,0.026243384259014513,0.0010168136335604173,77,3.0,3.0,2.0,2.6666666666666665
POW4,KDKL,0.3,KDKL_30%,1.8723083163982195,0.024282710291734032,0.0009898216688175188,77,2.0,2.0,1.0,1.6666666666666667
LC-PFN,KDKL,0.3,KDKL_30%,1.6908960342407227,0.026948107406497,0.0008230165694840252,78,2.0,2.0,2.0,2.0
MMF4,KDKL,0.3,KDKL_30%,1.6227062291389427,0.025882884441776596,0.0007855311750695031,78,1.0,1.0,1.0,1.0
WBL4,KDKL,0.3,KDKL_30%,1.7000458680915758,0.027092524226815795,0.0008496123496805283,78,3.0,3.0,3.0,3.0
POW4,KDKL,0.3,KDKL_30%,5.095089644395305,0.08716092332323677,0.008032097167807757,78,4.0,4.0,4.0,4.0
LC-PFN,KDKL,0.3,KDKL_30%,8.174959182739258,0.06724288314580917,0.00856754556298256,79,1.0,1.0,2.0,1.3333333333333333
MMF4,KDKL,0.3,KDKL_30%,12.739676296678237,0.10499182127771216,0.015532549358975082,79,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,30.47759127545744,0.39826969522740285,0.18056637382660945,79,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,8.349052967251618,0.06906519676154318,0.008262212762144795,79,2.0,2.0,1.0,1.6666666666666667
LC-PFN,KDKL,0.3,KDKL_30%,0.673098087310791,0.01328873261809349,0.00023859979410190135,80,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,0.7269447285058841,0.01436273888462207,0.00029626142454353707,80,2.0,2.0,2.0,2.0
WBL4,KDKL,0.3,KDKL_30%,0.7269471450053974,0.01436278713443169,0.00029626399518068504,80,3.0,3.0,3.0,3.0
POW4,KDKL,0.3,KDKL_30%,0.7269472402477619,0.014362789036120167,0.00029626409701541075,80,4.0,4.0,4.0,4.0
LC-PFN,KDKL,0.3,KDKL_30%,1.0776580572128296,0.0022505484521389008,1.7623739040573128e-05,81,4.0,4.0,4.0,4.0
MMF4,KDKL,0.3,KDKL_30%,0.13815582634848692,0.00027725063494376986,1.1573707065282876e-07,81,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,0.13420711139488387,0.0002699965246167075,9.201527939348297e-08,81,2.0,2.0,1.0,1.6666666666666667
POW4,KDKL,0.3,KDKL_30%,0.12849872788921304,0.00025790813810730207,1.0545500808043502e-07,81,1.0,1.0,2.0,1.3333333333333333
LC-PFN,KDKL,0.3,KDKL_30%,2.2327077388763428,0.025146642699837685,0.0010858849855139852,82,2.0,2.0,2.0,2.0
MMF4,KDKL,0.3,KDKL_30%,1.7242995856995482,0.019230767328076437,0.0006195828308504834,82,1.0,1.0,1.0,1.0
WBL4,KDKL,0.3,KDKL_30%,2.3859203596597713,0.02692307705528259,0.0010946745633377715,82,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,2.3859203409944034,0.02692307683685848,0.0010946745518734828,82,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.3,KDKL_30%,1.0820446014404297,0.02125874161720276,0.0005103694857098162,83,3.0,3.0,3.0,3.0
MMF4,KDKL,0.3,KDKL_30%,0.4016886922874595,0.007941859565786106,0.000125083664657079,83,2.0,2.0,2.0,2.0
WBL4,KDKL,0.3,KDKL_30%,0.2605423067405748,0.005163840455246871,3.747411619652205e-05,83,1.0,1.0,1.0,1.0
POW4,KDKL,0.3,KDKL_30%,1.6982317966023084,0.03314886966844345,0.0011745691917559441,83,4.0,4.0,4.0,4.0
LC-PFN,KDKL,0.3,KDKL_30%,10.714733123779297,0.0907730981707573,0.009890849702060223,84,2.0,2.0,2.0,2.0
MMF4,KDKL,0.3,KDKL_30%,17.36174258336346,0.13910887540363115,0.023899568618110857,84,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,17.537835152222016,0.1402692827669564,0.024249775131373497,84,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,4.856721624001759,0.04348289099106843,0.002950044690608698,84,1.0,1.0,1.0,1.0
LC-PFN,KDKL,0.3,KDKL_30%,20.507801055908203,0.18963384628295898,0.07780887186527252,85,4.0,4.0,4.0,4.0
MMF4,KDKL,0.3,KDKL_30%,19.753240317429185,0.1717918428044344,0.054262423005133426,85,3.0,1.0,1.0,1.6666666666666667
WBL4,KDKL,0.3,KDKL_30%,19.639820839345948,0.1733333333334178,0.06106666666673027,85,2.0,3.0,3.0,2.6666666666666665
POW4,KDKL,0.3,KDKL_30%,19.639820816353357,0.17333333295079736,0.061066666393815416,85,1.0,2.0,2.0,1.6666666666666667
LC-PFN,KDKL,0.3,KDKL_30%,0.22583936154842377,0.004415140487253666,2.851670069503598e-05,86,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,0.8693201426916283,0.017151626448149264,0.0003139781893032169,86,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,0.9838783395424202,0.019427535418660654,0.0004030387148748176,86,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,0.4584683892296012,0.009022556628968753,0.00010427921845595235,86,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,9.57931661105249e-06,1.4901161193847656e-07,3.019806626980426e-14,87,3.0,3.0,3.0,3.0
MMF4,KDKL,0.3,KDKL_30%,1.718952480652017e-08,2.6739260805541676e-10,7.156820042270922e-20,87,1.0,1.0,1.0,1.0
WBL4,KDKL,0.3,KDKL_30%,0.0007495086674442024,1.1659111230799546e-05,1.3613546910546343e-10,87,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,3.51063392511377e-08,5.460986107763688e-10,3.159577131741155e-19,87,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,1.7889399528503418,0.022034980356693268,0.0007117121713235974,88,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,10.365642471239374,0.11952115180069166,0.01628771111176515,88,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,10.726341695378037,0.12322555230995594,0.017187505707907367,88,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,5.957562835459826,0.08075905118886062,0.0072795245421549,88,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,2.3693346977233887,0.044736914336681366,0.002911563729867339,89,2.0,2.0,2.0,2.0
MMF4,KDKL,0.3,KDKL_30%,3.4215624897060546,0.06555343818175656,0.005174257318815844,89,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,3.492200438355454,0.06696747317651584,0.0054524768054507585,89,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,1.8702995493652947,0.03504863560513355,0.0018721105910173563,89,1.0,1.0,1.0,1.0
LC-PFN,KDKL,0.3,KDKL_30%,4.683803558349609,0.019371729344129562,0.00047087823622860014,90,2.0,2.0,2.0,2.0
MMF4,KDKL,0.3,KDKL_30%,11.980637468162541,0.04589945172069472,0.0025088970476455892,90,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,9.229681474140648,0.036458069515204417,0.0017174146284879208,90,3.0,3.0,3.0,3.0
POW4,KDKL,0.3,KDKL_30%,4.037497034215323,0.01683105635694293,0.0003562719862631628,90,1.0,1.0,1.0,1.0
LC-PFN,KDKL,0.3,KDKL_30%,3.2528717517852783,0.05992741137742996,0.006157026160508394,91,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,4.198158624114899,0.07854608549484969,0.009355742767227716,91,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,4.416764192478602,0.08287156199066614,0.009828893206556258,91,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,3.9713405161701765,0.07405850984882058,0.008780988560091456,91,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,9.011368751525879,0.10480386018753052,0.04683459550142288,92,1.0,1.0,4.0,2.0
MMF4,KDKL,0.3,KDKL_30%,13.686006645884971,0.17029105052071228,0.04097717449669627,92,3.0,3.0,1.0,2.3333333333333335
WBL4,KDKL,0.3,KDKL_30%,14.993381954687369,0.18748959631841453,0.04311041840768647,92,4.0,4.0,3.0,3.6666666666666665
POW4,KDKL,0.3,KDKL_30%,13.027900645934515,0.16132035800000566,0.04114557959555028,92,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,1.1730058193206787,0.01965772733092308,0.000555207603611052,93,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,3.255365172750904,0.05263258242246096,0.003191329907367738,93,3.0,3.0,3.0,3.0
WBL4,KDKL,0.3,KDKL_30%,3.91955841658949,0.06291494847529848,0.004392209164985846,93,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,1.8641411305810627,0.03186038473872513,0.0016356800371059488,93,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,9.857787132263184,0.10400393605232239,0.027423683553934097,94,1.0,1.0,3.0,1.6666666666666667
MMF4,KDKL,0.3,KDKL_30%,63.98131673816051,0.43339501278290293,0.22281785373104845,94,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,11.834197278938714,0.12467812738250114,0.018411575601999058,94,2.0,2.0,1.0,1.6666666666666667
POW4,KDKL,0.3,KDKL_30%,11.834197415080137,0.12467812883831424,0.018411575770705107,94,3.0,3.0,2.0,2.6666666666666665
LC-PFN,KDKL,0.3,KDKL_30%,5.447638511657715,0.05740177258849144,0.00440875394269824,95,3.0,3.0,3.0,3.0
MMF4,KDKL,0.3,KDKL_30%,3.7634176996329676,0.03885050285678041,0.0023453236311837935,95,1.0,1.0,1.0,1.0
WBL4,KDKL,0.3,KDKL_30%,23.316862867881998,0.3187766493700819,0.11434271994666871,95,4.0,4.0,4.0,4.0
POW4,KDKL,0.3,KDKL_30%,3.8561757619201,0.03985025864863223,0.002497185792011025,95,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.3,KDKL_30%,0.7176232933998108,0.011934245936572552,0.00027240323834121227,96,1.0,1.0,1.0,1.0
MMF4,KDKL,0.3,KDKL_30%,2.65251882387729,0.04344658796525118,0.0022922315202996983,96,4.0,4.0,4.0,4.0
WBL4,KDKL,0.3,KDKL_30%,2.640914059784225,0.0432623533395025,0.002272144400234763,96,3.0,3.0,3.0,3.0
POW4,KDKL,0.3,KDKL_30%,1.5172941256752255,0.025524999127077022,0.0007813384880169512,96,2.0,2.0,2.0,2.0
LC-PFN,KDKL,0.5,KDKL_50%,7.421158313751221,0.025764353573322296,0.0008263675845228136,97,2.0,2.0,2.0,2.0
MMF4,KDKL,0.5,KDKL_50%,5.3689548148953925,0.018148991475028537,0.0005339239958272397,97,1.0,1.0,1.0,1.0
WBL4,KDKL,0.5,KDKL_50%,9.837121855373342,0.03527777774215771,0.001529783947552543,97,4.0,4.0,4.0,4.0
POW4,KDKL,0.5,KDKL_50%,9.837121837312255,0.03527777766840118,0.0015297839413171777,97,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.5,KDKL_50%,0.4527035057544708,0.0072151292115449905,8.285568765131757e-05,98,1.0,1.0,1.0,1.0
MMF4,KDKL,0.5,KDKL_50%,1.5831067279229363,0.025016024722868364,0.0007384988764323816,98,2.0,2.0,2.0,2.0
WBL4,KDKL,0.5,KDKL_50%,1.6702112211442441,0.026366295522274086,0.0008147016843123183,98,4.0,4.0,4.0,4.0
POW4,KDKL,0.5,KDKL_50%,1.5849327957636221,0.025044355999597808,0.0007400012286563091,98,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.5,KDKL_50%,22.670778274536133,0.1588357388973236,0.035018440335989,99,4.0,4.0,4.0,4.0
MMF4,KDKL,0.5,KDKL_50%,7.857854700108252,0.041968664141280476,0.0021989007495972703,99,2.0,2.0,2.0,2.0
WBL4,KDKL,0.5,KDKL_50%,7.115703643326072,0.03774208841702034,0.0018071291421348453,99,1.0,1.0,1.0,1.0
POW4,KDKL,0.5,KDKL_50%,20.84585329860771,0.1397333842662991,0.026412270082376534,99,3.0,3.0,3.0,3.0
LC-PFN,KDKL,0.5,KDKL_50%,0.037151187658309937,0.0005863507394678891,3.897216345194465e-07,100,1.0,1.0,1.0,1.0
MMF4,KDKL,0.5,KDKL_50%,0.559980067378204,0.008891584274541878,7.906448217364541e-05,100,3.0,3.0,3.0,3.0
WBL4,KDKL,0.5,KDKL_50%,0.23772139843787268,0.00376243988952929,1.4155953922321175e-05,100,2.0,2.0,2.0,2.0
POW4,KDKL,0.5,KDKL_50%,2.818779621608322,0.045817644686180735,0.002131180264523448,100,4.0,4.0,4.0,4.0
LC-PFN,KDKL,0.5,KDKL_50%,3.131401538848877,0.020737145096063614,0.0007744744652882218,101,1.0,1.0,1.0,1.0
MMF4,KDKL,0.5,KDKL_50%,4.575387919100436,0.029643509786136887,0.0013998456407936473,101,3.0,3.0,3.0,3.0
WBL4,KDKL,0.5,KDKL_50%,4.639639340417191,0.03003178889296581,0.0014290908137971929,101,4.0,4.0,4.0,4.0
POW4,KDKL,0.5,KDKL_50%,4.229764226248549,0.027543449950421652,0.0012418332304599852,101,2.0,2.0,2.0,2.0
